date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,cereals and tubers,Maize flour,KG,actual,Retail,UGX,4000.0,1.0852
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,cereals and tubers,Millet flour,KG,actual,Retail,UGX,1900.0,0.5155
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1500.0,0.4069
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,16944.0,4.5969
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1333.0,0.3616
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,miscellaneous food,Salt,KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Basin,Unit,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Batteries,Pair,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Charcoal,KG,actual,Retail,UGX,6167.0,1.6731
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Exercise Book (48 pages),Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Firewood,KG,actual,Retail,UGX,567.0,0.1538
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Hoe,Unit,actual,Retail,UGX,10000.0,2.713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,7333.0,1.9894
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,1167.0,0.3166
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Laundry soap,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Mug (plastic),Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Nails,KG,actual,Retail,UGX,7667.0,2.08
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Panga,Unit,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Pen,Unit,actual,Retail,UGX,500.0,0.1356
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0543
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Plate (plastic),Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Pole,Unit,actual,Retail,UGX,4750.0,1.2887
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Rope,Unit,actual,Retail,UGX,3200.0,0.8681
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Sanitary pads,Packet,actual,Retail,UGX,2667.0,0.7235
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Serving spoon,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Torch,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Underwear,Unit,actual,Retail,UGX,2833.0,0.7686
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,non-food,Wooden mingle,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,oil and fats,Oil (vegetable),L,actual,Retail,UGX,6000.0,1.6278
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,pulses and nuts,Beans,KG,actual,Retail,UGX,4583.0,1.2434
2023-06-15,Lamwo,Lamwo,Palabek (refugee settlement),3.33768117,32.47328097,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,688.0,0.1867
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1625.0,0.4409
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3250.0,0.8817
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Millet,KG,actual,Retail,UGX,4650.0,1.2615
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1300.0,0.3527
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7500.0,2.0347
2023-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,4500.0,1.2208
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1300.0,0.3527
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1800.0,0.4883
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3400.0,0.9224
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,cereals and tubers,Millet,KG,actual,Retail,UGX,4380.0,1.1883
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9200.0,2.4959
2023-06-15,Masaka,Masaka Municipality,Masaka,-0.34695,31.73927,pulses and nuts,Beans,KG,actual,Retail,UGX,6000.0,1.6278
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,3250.0,0.8817
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1900.0,0.5155
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Millet,KG,actual,Retail,UGX,4000.0,1.0852
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7500.0,2.0347
2023-06-15,Masindi,Buruli M,Masindi,1.690000057220459,31.709999084472656,pulses and nuts,Beans,KG,actual,Retail,UGX,4500.0,1.2208
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2350.0,0.6375
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8139
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Millet,KG,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3300.0,0.8953
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1704
2023-06-15,Mbale,Mbale Municipality,Mbale,1.070940018,34.17900848,pulses and nuts,Beans,KG,actual,Retail,UGX,5250.0,1.4243
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Millet,KG,actual,Retail,UGX,4000.0,1.0852
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1704
2023-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,5500.0,1.4921
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2200.0,0.5969
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1300.0,0.3527
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8139
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1800.0,0.4883
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,oil and fats,Oil (vegetable),L,actual,Retail,UGX,6800.0,1.8448
2023-06-15,Moroto,Moroto Municipality,Moroto,2.5324896,34.65425879,pulses and nuts,Beans,KG,actual,Retail,UGX,5400.0,1.465
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,385.0,0.1044
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2100.0,0.5697
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3750.0,1.0174
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Millet flour,KG,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1917.0,0.5201
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,15278.0,4.1449
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,miscellaneous food,Salt,KG,actual,Retail,UGX,1867.0,0.5065
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Basin,Unit,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Batteries,Pair,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Charcoal,KG,actual,Retail,UGX,606.0,0.1644
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Exercise Book (48 pages),Unit,actual,Retail,UGX,433.0,0.1175
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Firewood,KG,actual,Retail,UGX,216.0,0.0586
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Hoe,Unit,actual,Retail,UGX,10000.0,2.713
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,7333.0,1.9894
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,1667.0,0.4523
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Laundry soap,KG,actual,Retail,UGX,4833.0,1.3112
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Mug (plastic),Unit,actual,Retail,UGX,900.0,0.2442
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Nails,KG,actual,Retail,UGX,7000.0,1.8991
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Panga,Unit,actual,Retail,UGX,7667.0,2.08
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Pen,Unit,actual,Retail,UGX,600.0,0.1628
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0543
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Plate (plastic),Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Pole,Unit,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Rope,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Sanitary pads,Packet,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Serving spoon,Unit,actual,Retail,UGX,1833.0,0.4973
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Torch,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Underwear,Unit,actual,Retail,UGX,2667.0,0.7235
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,non-food,Wooden mingle,Unit,actual,Retail,UGX,500.0,0.1356
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7000.0,1.8991
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,pulses and nuts,Beans,KG,actual,Retail,UGX,5333.0,1.4468
2023-06-15,Moyo,Obongi,Palorinya (refugee settlement),3.474591271,31.62815044,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2333.0,0.6329
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2520.0,0.6837
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2700.0,0.7325
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3200.0,0.8681
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Millet,KG,actual,Retail,UGX,3640.0,0.9875
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3280.0,0.8899
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7700.0,2.089
2023-06-15,Mukono,Mukono,Mukono,0.35661,32.7523,pulses and nuts,Beans,KG,actual,Retail,UGX,5980.0,1.6224
2023-06-15,Nakapiripirit,Kadani,Namalu,1.791367,34.598369,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1950.0,0.529
2023-06-15,Nakapiripirit,Kadani,Namalu,1.791367,34.598369,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Nakapiripirit,Kadani,Namalu,1.791367,34.598369,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1700.0,0.4612
2023-06-15,Nakapiripirit,Kadani,Namalu,1.791367,34.598369,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1704
2023-06-15,Nakapiripirit,Kadani,Namalu,1.791367,34.598369,pulses and nuts,Beans,KG,actual,Retail,UGX,4800.0,1.3022
2023-06-15,Nakapiripirit,Pian,Nabilatuk,2.050336,34.573974,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Nakapiripirit,Pian,Nabilatuk,2.050336,34.573974,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9495
2023-06-15,Nakapiripirit,Pian,Nabilatuk,2.050336,34.573974,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1550.0,0.4205
2023-06-15,Nakapiripirit,Pian,Nabilatuk,2.050336,34.573974,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7500.0,2.0347
2023-06-15,Nakapiripirit,Pian,Nabilatuk,2.050336,34.573974,pulses and nuts,Beans,KG,actual,Retail,UGX,4900.0,1.3294
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1567.0,0.4251
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2300.0,0.624
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8139
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1633.0,0.443
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7000.0,1.8991
2023-06-15,Napak,Bokora,Napak,2.219174,34.255513,pulses and nuts,Beans,KG,actual,Retail,UGX,5267.0,1.4289
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2200.0,0.5969
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8139
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,cereals and tubers,Millet,KG,actual,Retail,UGX,4000.0,1.0852
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1700.0,0.4612
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1704
2023-06-15,Soroti,Soroti Municipality,Soroti,1.71449995,33.61946106,pulses and nuts,Beans,KG,actual,Retail,UGX,5300.0,1.4379
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2200.0,0.5969
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3200.0,0.8681
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Millet,KG,actual,Retail,UGX,6000.0,1.6278
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1704
2023-06-15,Tororo,Tororo Municipality,Tororo,0.69433,34.179499,pulses and nuts,Beans,KG,actual,Retail,UGX,4667.0,1.2661
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2500.0,0.6782
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3300.0,0.8953
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Millet,KG,actual,Retail,UGX,3875.0,1.0513
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2800.0,0.7596
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7250.0,1.9669
2023-06-15,Wakiso,Busiro,Wakiso,0.3958,32.47916,pulses and nuts,Beans,KG,actual,Retail,UGX,3750.0,1.0174
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,537.0,0.1457
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2188.0,0.5936
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3283.0,0.8907
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Millet flour,KG,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2083.0,0.5651
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,15246.0,4.1362
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,miscellaneous food,Salt,KG,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Basin,Unit,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Batteries,Pair,actual,Retail,UGX,1900.0,0.5155
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Charcoal,KG,actual,Retail,UGX,435.0,0.118
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Exercise Book (48 pages),Unit,actual,Retail,UGX,1625.0,0.4409
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Firewood,KG,actual,Retail,UGX,164.0,0.0445
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Hoe,Unit,actual,Retail,UGX,12000.0,3.2556
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Jerrycan (20 L),Unit,actual,Retail,UGX,7750.0,2.1026
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Jerrycan (5 L),Unit,actual,Retail,UGX,2333.0,0.6329
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Laundry soap,KG,actual,Retail,UGX,5000.0,1.3565
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Mug (plastic),Unit,actual,Retail,UGX,750.0,0.2035
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Nails,KG,actual,Retail,UGX,6250.0,1.6956
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Panga,Unit,actual,Retail,UGX,9000.0,2.4417
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pen,Unit,actual,Retail,UGX,600.0,0.1628
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pencil,Unit,actual,Retail,UGX,200.0,0.0543
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Plate (plastic),Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Pole,Unit,actual,Retail,UGX,6000.0,1.6278
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Rope,Unit,actual,Retail,UGX,1000.0,0.2713
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Sanitary pads,Packet,actual,Retail,UGX,3875.0,1.0513
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Serving spoon,Unit,actual,Retail,UGX,2375.0,0.6443
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Torch,Unit,actual,Retail,UGX,1250.0,0.3391
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Underwear,Unit,actual,Retail,UGX,2000.0,0.5426
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,non-food,Wooden mingle,Unit,actual,Retail,UGX,750.0,0.2035
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,oil and fats,Oil (vegetable),L,actual,Retail,UGX,7000.0,1.8991
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,pulses and nuts,Beans,KG,actual,Retail,UGX,3888.0,1.0548
2023-06-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2795.0,0.7583
